plant_type_Flower Plant,plant_type_Herb,plant_type_Indoor Plant,plant_type_Leafy Ornamental,plant_type_Succulent,plant_type_Vegetable Plant,location_Balcony,location_Indoor,location_Outdoor Garden,location_Rooftop,soil_type_Clay,soil_type_Loamy,soil_type_Potting Mix,soil_type_Sandy,sunlight,soil_moisture,nitrogen,phosphorus,potassium,soil_ph,recommended_fertilizer
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,-1.6627028055964337,-1.293355864886787,1.6392533787999348,-0.4899879777943984,Nitrogen Rich
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.6818289925233085,-1.4058064358869382,-1.438578725593484,0.74596824422062,Phosphorus Rich
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1525199889341002,-0.7873282953861075,0.15733421742532563,1.2952821206717402,Nitrogen Rich
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.6423371722717667,-0.281300725885428,0.6703062348242288,0.47131130599506,Nitrogen Rich
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-1.4926418667089894,-0.50620186788573,-1.6665662888818855,0.33398283688228053,Nitrogen Rich
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.548089399940345,-1.518257006887089,-0.925606708194581,-1.4512872615838581,Phosphorus Rich
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.6614633591986414,0.05605098711502508,-0.9826035990166814,0.059325898656720485,Balanced NPK
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,-1.039146029675804,-1.3495811503868627,-1.3815818347713837,0.47131130599506,Nitrogen Rich
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,-1.5493288463381374,0.7307544131159311,0.6133093440021284,1.7072675280100797,Nitrogen Rich
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,-0.8690850907883594,-1.0122294373864096,-1.0396004898387818,0.059325898656720485,Phosphorus Rich
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,-0.8690850907883594,1.4054578391168373,1.6392533787999348,-1.4512872615838581,Bone Meal
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.6251420128941603,1.0118808406163087,1.354268924689433,-0.9019733851327392,Compost
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.511768053635864,-1.518257006887089,-1.1535942714829825,-0.4899879777943984,Phosphorus Rich
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.7748373184569377,0.8994302696161577,1.1262813614010316,0.19665436776950113,Nitrogen Rich
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,-0.9824590500466557,-1.518257006887089,0.385321780713727,0.74596824422062,Nitrogen Rich
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.01878039635113672,0.11227627261510059,1.5822564879778345,1.1579536515589595,Liquid Fertilizer
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.4926418667089894,0.4496279856155536,-1.4955756164155845,0.6086397751078406,Nitrogen Rich
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.43471544068204865,-1.5744822923871646,0.49931556235792773,-1.4512872615838581,Phosphorus Rich
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.8315242980860859,-0.5624271533858055,-0.8686098173724807,-0.7646449160199585,Nitrogen Rich
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,-1.719389785225582,-0.056399583885125934,0.49931556235792773,1.7072675280100797,Nitrogen Rich
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.8123981111592111,-1.2371305793867116,1.6392533787999348,-0.4899879777943984,Phosphorus Rich
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,-0.13215435560943306,1.2930072681166862,0.214331108247426,0.74596824422062,Liquid Fertilizer
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.3792679074506928,1.6865842666172148,1.4682627063336338,-1.3139587924710787,Nitrogen Rich
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,-0.6990241519009148,0.4496279856155536,-0.9826035990166814,0.74596824422062,Balanced NPK
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.511768053635864,1.5741336956170637,1.354268924689433,-1.5886157306966386,Bone Meal
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,-0.5289632130134703,1.0681061261163842,-1.267588053127183,0.47131130599506,Balanced NPK
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8315242980860859,-0.16885015488527697,0.27132799906952637,-1.725944199809418,Vermicompost
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.3780284610529005,0.28095212911532713,-1.210591162305083,-0.2153310395688396,Balanced NPK
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,-0.9824590500466557,0.7307544131159311,-0.8686098173724807,0.6086397751078406,Nitrogen Rich
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.3983940943775677,-1.1246800083865607,1.183278252223132,1.02062518244618,Phosphorus Rich
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.1716461758609749,0.6745291276158557,1.4112658155115334,0.74596824422062,Nitrogen Rich
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.3983940943775677,-1.5744822923871646,1.354268924689433,-0.07800257045605893,Phosphorus Rich
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,-0.9257720704175075,-1.6307075778872402,0.6703062348242288,-1.0393018542455186,Nitrogen Rich
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.6047763795694931,0.11227627261510059,-0.2986409091514772,0.6086397751078406,Balanced NPK
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,-1.095833009304952,0.3934027001154781,-0.8116129265503803,-1.5886157306966386,Nitrogen Rich
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.43471544068204865,0.11227627261510059,-1.3245849439492834,-0.352659508681619,Balanced NPK
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,-0.18884133523858124,-1.6869328633873157,0.15733421742532563,1.4326105897845196,Phosphorus Rich
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.6818289925233085,0.6745291276158557,1.5822564879778345,-0.627316446907179,Compost
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.6423371722717667,0.6745291276158557,-0.24164401832937682,-0.627316446907179,Balanced NPK
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.2455283148677294,0.6745291276158557,1.6962502696220352,-0.4899879777943984,Nitrogen Rich
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.26465450179460415,1.2930072681166862,-1.7235631797039859,-0.627316446907179,Balanced NPK
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,-0.13215435560943306,-0.11262486938520144,0.7273031256463292,-1.0393018542455186,Bone Meal
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.09459356290715963,0.6745291276158557,0.5563124531800281,0.33398283688228053,Nitrogen Rich
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.1716461758609749,-1.0122294373864096,-1.210591162305083,-1.5886157306966386,Phosphorus Rich
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,-0.2455283148677294,1.4616831246169129,0.5563124531800281,0.19665436776950113,Bone Meal
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,-1.2092069685632483,0.6183038421157802,0.7843000164684295,-1.725944199809418,Nitrogen Rich
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1512805425363078,-0.056399583885125934,-1.5525725072376848,0.19665436776950113,Balanced NPK
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1512805425363078,0.28095212911532713,0.4423186715358274,-0.627316446907179,Liquid Fertilizer
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9448982573443823,1.4054578391168373,-0.01365645504097541,-0.2153310395688396,Nitrogen Rich
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.8690850907883594,-0.731103009886032,-0.1276502366851761,-1.4512872615838581,Bone Meal
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.511768053635864,0.2247268436152516,-1.438578725593484,-1.3139587924710787,Balanced NPK
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.9824590500466557,-1.4620317213870135,-0.24164401832937682,-0.352659508681619,Nitrogen Rich
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.2850201351192714,-0.22507544038535246,-0.35563779997357753,1.4326105897845196,Compost
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,-1.719389785225582,1.6865842666172148,-0.46963158161777824,-0.7646449160199585,Nitrogen Rich
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,-0.9257720704175075,-0.731103009886032,-0.18464712750727647,-0.07800257045605893,Nitrogen Rich
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.1525199889341002,1.2930072681166862,-0.07065334586307576,1.4326105897845196,Nitrogen Rich
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.6047763795694931,-0.16885015488527697,-1.267588053127183,1.2952821206717402,Balanced NPK
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,-0.9824590500466557,-0.056399583885125934,-0.5836253632619789,-0.627316446907179,Nitrogen Rich
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,-0.01878039635113672,-1.6307075778872402,0.9552906889347306,0.059325898656720485,Phosphorus Rich
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.6060158259672856,1.0118808406163087,-1.6665662888818855,1.5699390588973003,Nitrogen Rich
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.2658939481923965,-0.00017429838505042712,0.6703062348242288,-1.3139587924710787,Nitrogen Rich
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,-1.1525199889341002,0.4496279856155536,0.4423186715358274,1.5699390588973003,Nitrogen Rich
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.3780284610529005,-1.6307075778872402,1.6392533787999348,-0.627316446907179,Phosphorus Rich
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.3780284610529005,0.7869796986160067,1.2972720338673327,0.47131130599506,Nitrogen Rich
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1149591962318268,-1.5744822923871646,-0.46963158161777824,0.059325898656720485,Phosphorus Rich
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.3417071147484194,-0.22507544038535246,1.2402751430452323,-0.07800257045605893,Nitrogen Rich
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.2092069685632483,-0.16885015488527697,-1.0965973806608822,0.74596824422062,Nitrogen Rich
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,-0.18884133523858124,1.2367819826166107,0.8982937981126302,0.33398283688228053,Nitrogen Rich
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,-0.8690850907883594,1.0118808406163087,-0.07065334586307576,0.19665436776950113,Balanced NPK
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.3417071147484194,-0.5624271533858055,-1.0965973806608822,-0.07800257045605893,Balanced NPK
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.7748373184569377,1.4616831246169129,-0.75461603572828,0.19665436776950113,Balanced NPK
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.2455283148677294,0.05605098711502508,0.27132799906952637,0.8832967133334007,Compost
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.1149591962318268,-1.6307075778872402,-1.438578725593484,-0.7646449160199585,Phosphorus Rich
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.26465450179460415,0.1685015581151761,-0.46963158161777824,-0.2153310395688396,Nitrogen Rich
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,-0.6423371722717667,-0.7873282953861075,-0.925606708194581,-1.3139587924710787,Balanced NPK
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.9824590500466557,0.9556555551162332,-0.01365645504097541,-0.7646449160199585,Nitrogen Rich
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,-0.9257720704175075,-0.39375129688557897,-1.0965973806608822,-0.627316446907179,Nitrogen Rich
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.26465450179460415,-0.6748777243859565,0.7843000164684295,1.5699390588973003,Nitrogen Rich
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.6990241519009148,-0.00017429838505042712,-0.01365645504097541,-0.2153310395688396,Nitrogen Rich
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.2283331554901231,-1.4620317213870135,-0.2986409091514772,-0.07800257045605893,Phosphorus Rich
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.6818289925233085,-0.6186524388858811,-1.438578725593484,1.7072675280100797,Balanced NPK
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.35890227412602577,-0.11262486938520144,1.5822564879778345,-0.2153310395688396,Liquid Fertilizer
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.9448982573443823,-1.3495811503868627,1.6962502696220352,0.8832967133334007,Phosphorus Rich
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,-0.8690850907883594,-1.0684547228864851,0.27132799906952637,-1.4512872615838581,Phosphorus Rich
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,-1.6060158259672856,-0.8997788663862586,-0.6976191449061796,0.74596824422062,Nitrogen Rich
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.1149591962318268,1.1243314116164598,0.5563124531800281,0.33398283688228053,Nitrogen Rich
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.2092069685632483,1.5741336956170637,-0.75461603572828,1.1579536515589595,Nitrogen Rich
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9448982573443823,1.2367819826166107,0.3283248898916267,1.4326105897845196,Liquid Fertilizer
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,-0.3022152944968776,1.6865842666172148,-0.75461603572828,0.059325898656720485,Nitrogen Rich
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.9448982573443823,-0.5624271533858055,0.4423186715358274,-0.9019733851327392,Nitrogen Rich
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2283331554901231,-0.731103009886032,0.3283248898916267,-1.5886157306966386,Liquid Fertilizer
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,-1.095833009304952,0.3934027001154781,-0.18464712750727647,0.47131130599506,Nitrogen Rich
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,-0.5289632130134703,-0.5624271533858055,0.6703062348242288,-1.3139587924710787,Nitrogen Rich
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.6614633591986414,1.6865842666172148,-0.2986409091514772,1.02062518244618,Bone Meal
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,-0.8123981111592111,-0.5624271533858055,-1.3245849439492834,1.5699390588973003,Balanced NPK
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,-1.5493288463381374,-1.0122294373864096,0.15733421742532563,-0.4899879777943984,Nitrogen Rich
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.26465450179460415,-1.2371305793867116,1.6392533787999348,-0.7646449160199585,Phosphorus Rich
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.43471544068204865,1.1805566971165353,-0.8686098173724807,0.74596824422062,Nitrogen Rich
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.9257720704175075,1.2930072681166862,1.5822564879778345,-1.3139587924710787,Nitrogen Rich
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.8315242980860859,-0.731103009886032,-0.24164401832937682,1.1579536515589595,Liquid Fertilizer
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,-1.039146029675804,1.5741336956170637,0.4423186715358274,0.059325898656720485,Nitrogen Rich
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.6251420128941603,1.1243314116164598,0.1003373266032253,-0.7646449160199585,Bone Meal
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3780284610529005,0.6745291276158557,0.04334043578112494,1.2952821206717402,Liquid Fertilizer
